# TOKENS DE ATS POR FAMILIA - LISTA VERSIONADA, 18/09/2026 08h36 UTC (Jhon A, 17o turno)
#
# POR QUE ESTE ARQUIVO EXISTE: ate hoje cada varredura remontava a fila de tokens por REGEX
# SOBRE URL nos arquivos do repositorio, e isso apagava silenciosamente todo token que mora
# numa COLUNA `token` e nunca foi escrito como URL. Medido em 18/09: 147 tokens invisiveis a
# regex de URL (Ashby +30 sobre 24, BambooHR +41 sobre 87, Lever +20 sobre 27, Teamtailor +17,
# Greenhouse +14, Workable +14, Recruitee +10, SmartRecruiters +1). A varredura de 00h41 e a
# minha das 08h30 rodaram as duas sobre a lista curta. Varredos os 147 na janela de 18/09:
# 2.843 vagas a mais, 123 publicadas a mais, ZERO acerto da disciplina - o buraco era de
# COBERTURA e nao de resultado, mas ninguem podia saber isso antes de medir.
#
# COMO USAR: leia ESTE arquivo para montar a fila. Nao remonte por regex.
#
# COLUNA origem
#   url    -> o token aparece como URL em algum arquivo (era o que a regex achava)
#   coluna -> o token SO existe como coluna `token`; era invisivel para toda varredura anterior
#
# COLUNA adivinhado - e a parte que mais importa no Teamtailor
#   sim      -> token que entrou por ADIVINHACAO DE SLUG na rodada de 10/09
#               (quadros-tt-rec-1545-1009.csv) e cuja identidade NUNCA foi conferida contra o
#               nome da casa. 00h41 de hoje mediu que 77% do volume e 91% da recencia da
#               familia Teamtailor vinham daqui, e que o campo `title` do JSON Feed DESMENTE o
#               slug um por um: `house` e a Iam, `rhino` e a Diamond, `seven` e a Baar,
#               `habitat` e a HEALTH CITY, `black` e a Eventus, `butter` e a All Gravy.
#               NAO CONTE a vaga desses tokens sem comparar `title` com o nome da casa.
#   suspeito -> veio da rodada de adivinhacao de 10/09 e DEPOIS foi promovido para o
#               docs/index.html ou para o processados.csv. A promocao nao e prova de
#               identidade: pode ter sido a propria rodada de adivinhacao que o promoveu.
#   nao      -> o token tem origem independente da rodada de adivinhacao.
#
# ARMADILHA MEDIDA HOJE, E ELA ESTA DENTRO DE UM ARQUIVO DESTE REPOSITORIO: a coluna
#   `conferido` do quadros-fora-censo-1209.csv registra LEITURA CONFERIDA, nao IDENTIDADE
#   CONFERIDA. Ela diz `SIM` para `black`, `habitat`, `seven` e `butter` - os quatro que 00h41
#   provou serem casa nenhuma da area. Aquele arquivo apenas RETESTOU a mesma lista adivinhada,
#   entao ele NAO e evidencia independente e nao promove token a real. Por isso, aqui,
#   quadros-fora-censo-1209.csv nao conta como origem independente.
#
# ATENCAO SMARTRECRUITERS: o endpoint NAO e sensivel a caixa da letra e a lista antiga tinha dez
#   pares duplicados que so diferiam na caixa, e eram justamente os quadros GRANDES (Ubisoft2,
#   KeywordsStudios, NBCUniversal3, CDPROJEKTRED, MattelInc, PeopleCanFly, RodeoFX, OutpostVFX,
#   TechlandSA, GIANTSSoftwareGmbH), o que inflava a familia em ~91%. Aqui os tokens estao em
#   MINUSCULO e unicos; conte vaga por ID UNICO, nunca por quadro lido.
#
# ATENCAO WORKABLE: o 429/1015 vem com cabecalho Retry-After de 15.062 a 17.199 segundos
#   (4h11 a 4h47), medido em 18/09. A familia rende no maximo UMA leitura por token a cada
#   ~5 horas: varredura de uma vez ao dia, nunca de todo turno.
#
#
# 18/09 10h30 UTC (Jhon A, 18o turno) - COLUNAS NOVAS `identidade`, `nome_real`, `vagas_1809`:
#   a IDENTIDADE REAL dos 131 tokens adivinhados (+30 suspeitos) foi lida DE GRACA, sem
#   requisicao extra alem da propria leitura do quadro: `title` do JSON Feed no Teamtailor e
#   `company_name` da oferta no Recruitee. Nada foi apagado; as colunas velhas estao intactas.
#   valores: casa-real  = o nome devolvido e de casa de jogo/animacao/VFX de verdade
#            homonimo   = o quadro responde, mas o nome e de OUTRA empresa fora da disciplina
#            vazio      = quadro sem identidade legivel (Recruitee sem oferta, ou HTTP 404)
#            nao-aplica = token de origem independente, nao entrou nesta conferencia
#   MEDIDO: 161 tokens lidos, 47 casa-real, 103 homonimo, 11 vazio.
#   O Recruitee ainda REDIRECIONA o slug falso para o slug verdadeiro (sisu -> silverein), o que
#   e prova mais forte que o company_name: a URL final do curl entrega o locatario real.
#
# 18/09 10h40 UTC - ADENDO DO MESMO TURNO: a conferencia de identidade foi ESTENDIDA aos 95
#   tokens de Teamtailor e Recruitee de origem INDEPENDENTE (os que estavam `nao-aplica`),
#   porque nessas duas familias a identidade sai de graca e deixar 'NAO CONFERIDO' escrito
#   custava o mesmo que medir. RESULTADO: 56 casa-real, 8 HOMONIMO e 31 vazio/404.
#   HOMONIMOS de origem independente, ou seja o erro NAO era so da rodada de adivinhacao:
#     recruitee/airworks = Airworks Inflatables BV ; recruitee/headfirst = HeadFirst B.V.
#     recruitee/grafischlyceumutrecht = escola ; teamtailor/parkerschauffeurs = motoristas
#     teamtailor/podimo = podcast ; teamtailor/egmont = editora ; teamtailor/presto
#     teamtailor/clickoutmedia = midia de afiliados
#   ALIAS MORTO: 23 tokens de Teamtailor e 8 de Recruitee respondem 404/erro e varios sao o
#   MESMO quadro escrito de outro jeito - paradox/paradoxinteractive/paradoxplaza (so
#   paradox-interactive vive), sybogames (so sybo), stunlockstudios (so stunlocksstudios),
#   goodbyekansasstudios (so goodbyekansas), envar (so envarstudio), fundagames (so
#   fundaygames), snowprint (so snowprintstudios). Contar token e contar quadro NAO e a
#   mesma coisa, e a diferenca aqui e de 31 em 95.
familia,token,origem,adivinhado,arquivos_de_origem,identidade,nome_real,vagas_1809
recruitee,playtestcloudgmbh,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"PlaytestCloud GmbH",1
recruitee,poppy,url,nao,"quadros-dominio-1609.csv",vazio,"",0
recruitee,primary,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Primary",1
recruitee,realitygames,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Reality Games",31
recruitee,redsky,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Red Sky",15
recruitee,reframe,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,rift,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"RIFT Development B.V.",5
recruitee,rock,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Rock Encantech",1
recruitee,rocketwerkz,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"RocketWerkz Studios Ltd",4
recruitee,rooster,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Rooster",1
recruitee,sandbox,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,sisu,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Silverein",128
recruitee,softgames,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"SOFTGAMES",5
recruitee,spiralyze,coluna,nao,"censo-artstation-ats-1709.csv",vazio,"",0
recruitee,squeezestudio,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Squeeze Studio Animation",2
recruitee,storm,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,tagging-server,coluna,nao,"quadros-novos-1009.csv",vazio,"",0
recruitee,talent,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Sysmex Iberia",1
recruitee,tbwa,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"TBWA",5
recruitee,tensquaregames,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Ten Square Games",11
recruitee,tributary,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Tributary",1
recruitee,true,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"TrueFullstaq",6
recruitee,vertical,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Vertical",2
recruitee,zackdfilms,coluna,nao,"censo-artstation-ats-1709.csv",casa-real,"Zack D Films LLC",1
recruitee,zero,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"zero",20
smartrecruiters,a44games,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
smartrecruiters,base,url,nao,"index.html",nao-aplica,,
smartrecruiters,bgaming,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,blacklab,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
smartrecruiters,bluelinestudios,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,blumpstudio,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",nao-aplica,,
smartrecruiters,cdprojektred,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html",nao-aplica,,
smartrecruiters,dontnod,url,nao,"index.html;processados.csv;quadros-fora-censo-1209.csv;quadros-novos-1009.csv;quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,firehosegames,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,gameloft,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
smartrecruiters,gamepires,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,ghostvfx,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
smartrecruiters,giantssoftwaregmbh,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
smartrecruiters,intrepidstudios,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,keywordsstudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
smartrecruiters,ludia1,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
smartrecruiters,mattelinc,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;personagem-quadros-1009.csv",nao-aplica,,
smartrecruiters,mikrosanimation,url,nao,"index.html",nao-aplica,,
smartrecruiters,mindseye,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
smartrecruiters,my-applications,url,nao,"index.html;processados.csv",nao-aplica,,
smartrecruiters,nbcuniversal,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
smartrecruiters,nbcuniversal3,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
smartrecruiters,oneclick-ui,url,nao,"index.html;processados.csv",nao-aplica,,
smartrecruiters,outpostvfx,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;processados.csv",nao-aplica,,
smartrecruiters,peoplecanfly,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
smartrecruiters,rodeofx,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;processados.csv",nao-aplica,,
smartrecruiters,ryseupstudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
smartrecruiters,scavengersstudio,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
smartrecruiters,sites,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
smartrecruiters,sr-jobs,url,nao,"processados.csv",nao-aplica,,
smartrecruiters,techlandsa,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv",nao-aplica,,
smartrecruiters,ubisoft2,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
teamtailor,10chambers,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"10 Chambers",0
teamtailor,2020,url,nao,"quadros-novos-wikidata-1509.csv",casa-real,"20.20",0
teamtailor,above,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Above Agency",4
teamtailor,airshipinteractive,url,nao,"index.html;quadros-fora-censo-1209.csv",casa-real,"Airship",10
teamtailor,anima,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Ánima",5
teamtailor,ankama,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;quadros-dominio-1609.csv",casa-real,"Ankama",12
teamtailor,antagonist,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Antagonist",1
teamtailor,aonic,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Aonic",2
teamtailor,avantis,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Avantis",13
teamtailor,awaceb,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Awaceb",1
teamtailor,axis,url,suspeito,"censo-artstation-ats-1709.csv;index.html;processados.csv;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"AXIS |",2
teamtailor,axolotgamesab,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Axolot Games",2
teamtailor,beffio,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"Beffio",21
teamtailor,bespokepixel,url,nao,"index.html;quadros-novos-1009.csv",vazio,"",0
teamtailor,beyondframesentertainment,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Beyond Frames",0
teamtailor,bica,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Bica",13
teamtailor,black,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Eventus",79
teamtailor,blackkitestudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"Black Kite Studios",6
teamtailor,bulkheadinteractive,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"BULKHEAD",6
teamtailor,butter,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"All Gravy",15
teamtailor,capsulestudio,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Capsule Studio",0
teamtailor,captureage,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"CaptureAge",1
teamtailor,chief,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Chief",9
teamtailor,chopchop,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"ChopChop",71
teamtailor,cigames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;processados.csv;quadros-dominio-1609.csv",casa-real,"CI Games",5
teamtailor,clickoutmedia,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;fila-remotegamejobs-estudios.csv",homonimo,"ClickOut Media",2
teamtailor,coffeestainstudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Coffee Stain",1
teamtailor,creepyjar,coluna,nao,"quadros-novos-1009.csv",casa-real,"Creepy Jar S.A.",2
teamtailor,curio,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Curio Group",9
teamtailor,dare,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Dare",4
teamtailor,delve,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Delve Interim & Search",8
teamtailor,demo-houseofhow,url,nao,"processados.csv",vazio,"",0
teamtailor,doktor,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Doktor.se",52
teamtailor,ebbsoftware,url,nao,"index.html;quadros-novos-wikidata-1509.csv",casa-real,"Ebb Software",0
teamtailor,eclipse,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Eclipse Sverige AB",3
teamtailor,egmont,url,nao,"quadros-dominio-1609.csv",homonimo,"Egmont",7
teamtailor,embarkstudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Embark Studios",20
teamtailor,ember,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Ember Korowai Takitini",13
teamtailor,envar,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,envarstudio,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"Envar Studio",3
teamtailor,equilibrium,url,nao,"quadros-novos-wikidata-1509.csv",vazio,"",0
teamtailor,erepublik,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"eRepublik Labs",0
teamtailor,facepunch,url,nao,"fila-gamedevmap-europa.csv;index.html;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,fatshark,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;pessoas.csv",casa-real,"Fatshark",3
teamtailor,firefly,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Firefly",13
teamtailor,foolstheory,url,nao,"index.html;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,forthstar,coluna,nao,"quadros-novos-1009.csv",casa-real,"ForthStar",0
teamtailor,fortis,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Fortis",4
teamtailor,fully,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Fully",2
teamtailor,funcom,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Funcom",6
teamtailor,fundagames,url,nao,"processados.csv;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,fundaygames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Funday Games",2
teamtailor,fuse,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"FUSE",34
teamtailor,gameboost,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"Game Boost - Leveling Up Game Production Everywhere",9
teamtailor,gamecan,url,nao,"index.html;processados.csv;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,genius,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Genius",1
teamtailor,ghostshipgames,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,gigglebug,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;processados.csv",casa-real,"Gigglebug",1
teamtailor,goals,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"GOALS",0
teamtailor,goodbyekansas,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",casa-real,"Goodbye Kansas",2
teamtailor,goodbyekansasstudios,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,goodgamestudios,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Goodgame Studios",4
teamtailor,grace,url,suspeito,"processados.csv;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Grace",3
teamtailor,graft,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Graft",5
teamtailor,groundcontrol,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Ground Control",22
teamtailor,habitat,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"HEALTH CITY",100
teamtailor,hampastudio,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;processados.csv",casa-real,"Hampa Studio",2
teamtailor,here,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Here",1
teamtailor,hero,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Hero",13
teamtailor,homa,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"hôma",47
teamtailor,house,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Iam",100
teamtailor,houseofhow,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",casa-real,"House of How Games",6
teamtailor,hypehype,url,nao,"index.html;quadros-novos-wikidata-1509.csv",casa-real,"HypeHype",1
teamtailor,ilpvfx,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;processados.csv",casa-real,"Important Looking Pirates",2
teamtailor,impact,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"impact",0
teamtailor,imperiaonline,url,nao,"index.html;quadros-dominio-1609.csv",casa-real,"Imperia Online",0
teamtailor,infinity,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Infinity",7
teamtailor,invisiblewalls,url,nao,"index.html;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,ioi,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",casa-real,"IOI",0
teamtailor,kavalrigames,coluna,nao,"quadros-novos-1009.csv",vazio,"",0
teamtailor,keengames,url,nao,"index.html;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,keplerinteractive,coluna,nao,"quadros-fora-censo-1209.csv",casa-real,"Kepler Interactive",6
teamtailor,kindabrave,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Kinda Brave Entertainment Group",0
teamtailor,kinetic,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Kinetic Software",2
teamtailor,kixeye,url,nao,"index.html;quadros-novos-wikidata-1509.csv",casa-real,"KIXEYE",0
teamtailor,lastarrowgames,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Last Arrow Games",1
teamtailor,level,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"LEVEL",6
teamtailor,life,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Life Sverige",3
teamtailor,lightheartentertainment,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Lightheart Entertainment",1
teamtailor,lingokids,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Lingokids",1
teamtailor,liquidswords,url,suspeito,"processados.csv;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Liquid Swords",1
teamtailor,lunar,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Lunar",15
teamtailor,madbox,url,nao,"index.html;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",casa-real,"Madbox",13
teamtailor,made,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"MADE",100
teamtailor,mag,url,nao,"index.html",casa-real,"MAG Interactive",1
teamtailor,mill,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Mill International",0
teamtailor,mind,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Mind OSS",3
teamtailor,mindark,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"MindArk",0
teamtailor,minogames,url,nao,"index.html;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,mobile,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Mobile 1",83
teamtailor,monster,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Monster",4
teamtailor,neat,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Neat",23
teamtailor,neongiant,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Neon Giant",1
teamtailor,newmoonproduction,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"New Moon Production",2
teamtailor,next,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Novati",100
teamtailor,nolimitcity,url,nao,"index.html;quadros-novos-wikidata-1509.csv",casa-real,"Nolimit City",0
teamtailor,northkingdom,url,nao,"index.html;quadros-novos-wikidata-1509.csv",casa-real,"North Kingdom",1
teamtailor,ofmstudios,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"OFM Studios",0
teamtailor,once,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"ONCE",17
teamtailor,opusmajor,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Opus Major",0
teamtailor,osome,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"OSOME",12
teamtailor,paradox,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,paradox-interactive,coluna,nao,"quadros-novos-1009.csv",casa-real,"Paradox Interactive",20
teamtailor,paradoxinteractive,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,paradoxplaza,coluna,nao,"quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,parallax,url,nao,"quadros-novos-wikidata-1509.csv",casa-real,"Parallax",0
teamtailor,parkerschauffeurs,coluna,nao,"quadros-fora-censo-1209.csv;quadros-novos-1009.csv",homonimo,"Parkers Chauffeurs",1
teamtailor,pfx,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",casa-real,"PFX",10
teamtailor,pixiongames,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Pixion Games",3
teamtailor,playagames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",casa-real,"Playa Games",3
teamtailor,podimo,url,nao,"quadros-novos-wikidata-1509.csv",homonimo,"Podimo",19
teamtailor,power,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Power Danmark",54
teamtailor,presto,url,nao,"quadros-dominio-1609.csv",homonimo,"Presto",15
teamtailor,princessbento,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Princess Bento",4
teamtailor,radicalforge,url,nao,"processados.csv;quadros-fora-censo-1209.csv",vazio,"",0
teamtailor,rawfury,url,suspeito,"index.html;quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Raw Fury",3
teamtailor,rawpowergames-1700833558,coluna,nao,"quadros-novos-1009.csv",casa-real,"Raw Power Games",2
